title,listing_type,city,zip_code,numerical_descriptors,amenities,dates,rating,num_reviews,discounted,original_value,price_per_night,cleaning_fee,service_fee
1 Bedroom/1 Bath In-Law Unit East Bay,private room,Quail Hill,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 3 – 5,4.63,19,False,,85.0,25.0,28.0
Cozy Garden Cabin,entire guest suite,Albany,94530,3 guests - Studio - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.98,221,False,,158.0,90.0,57.0
Close to SF-Berkeley-Oakland-5 Min drive to Bart,camper/rv,North and East,94530,4 guests - 2 bedrooms - 4 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.95,20,False,,88.0,0.0,25.0
"Very quite place, nice hiking places.",entire residential home,San Pablo,94530,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,,0,True,123.0,99.0,0.0,0.0
Charming 2BR/1BA unit w/Bay views & fireplace,entire guest suite,Berkeley Hills,94530,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,,0,True,274.0,219.0,83.0,0.0
nice room in cozy house,private room,Albany,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 31 – Jan 2,4.69,59,False,,60.0,20.0,20.0
Light and airy 2nd story room in a large house,private room,Albany,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 3 – 5,,0,False,,70.0,45.0,26.0
North Berkeley Hills Tranquil Writer's retreat,entire rental unit,Berkeley Hills,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 10 – 12,4.92,50,False,,200.0,85.0,68.0
"Bay Area hills - Wildcat Canyon
Cozy & quiet area",private room,East Richmond Heights,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking,Dec 17 – 19,5.0,7,False,,44.0,69.0,22.0
North Berkeley Craftsman Stay,private room,Berkeley,94530,2 guests - 1 bedroom - 2 beds - 1.5 baths,Wifi - Free parking,Dec 10 – 12,4.72,123,False,,125.0,35.0,40.0
Private Room/Bathroom in Gorgeous Marina Bay,private room,Marina Bay,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,5.0,10,False,,100.0,60.0,37.0
Zen Meets Pool Retreat,entire residential home,May Valley,94530,6 guests - 3 bedrooms - 4 beds - 2 baths,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.98,94,False,,429.0,375.0,174.0
Your Most Romantic and Peaceful Getaway,entire cottage,May Valley,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,5.0,31,False,,180.0,45.0,57.0
Quiet Lovely Artistic Bedroom in Peaceful  Home,private room,Greenbriar,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.63,19,False,,48.0,40.0,19.0
"Private Room, 2 minute walk from UC Berkeley",private room,Northside,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.89,36,False,,64.0,14.0,20.0
Unwind at a Secluded Garden Oasis,private room,Albany,94530,2 guests - 1 private bedroom - 1 bed - 1 private bath,Wifi - Washer,Dec 17 – 19,4.96,122,False,,150.0,65.0,52.0
Casa Verde - A quiet & serene green oasis - Room 2,private room,El Sobrante Hills,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.75,69,False,,50.0,0.0,14.0
Berkeley Shasta guest rooms zcstr2019-0064,entire residential home,Berkeley Hills,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 24 – 26,4.85,79,False,,93.0,60.0,35.0
Good Morning!,private room,Central Berkeley,94530,1 guest - 1 bedroom - 1 shared bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.93,29,False,,45.0,30.0,17.0
Very quiet place.Nice hiking Place in 5 minutes.,entire residential home,San Pablo,94530,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,4.75,4,False,,120.0,0.0,34.0
Perfect Self Contained 4B/2BA Home  Parking+BART,entire residential home,El Cerrito,94530,10 guests - 4 bedrooms - 7 beds - 2 baths,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.72,79,False,,304.0,145.0,106.0
🤩2Bedrooms/FreeParking/Near i80/CozyPlace‼️,entire guesthouse,Richmond Heights,94530,5 guests - 2 bedrooms - 3 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.74,35,False,,148.0,100.0,56.0
Lovely Room in artistic peaceful home and location,private room,Greenbriar,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.87,38,False,,59.0,15.0,19.0
N. Berkeley Suite in Ideal Location,private room,Berkeley,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Washer,Dec 24 – 26,4.89,46,False,,95.0,45.0,33.0
Nice bright room in a beautiful house in Albany CA,private room,Albany,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.78,41,False,,60.0,50.0,24.0
Tranquil 2 bedroom cottage in El Sobrante,entire rental unit,Greenbriar,94530,5 guests - 2 bedrooms - 4 beds - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.68,56,False,,119.0,150.0,55.0
Attached Studio with Bay View & Garden,private room,Northbrae,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 24 – 26,4.63,65,False,,115.0,50.0,40.0
"Spacious hillside ski chalet, view of SF and Bay",entire guest suite,Berkeley Hills,94530,4 guests - Studio - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.49,51,False,,199.0,75.0,67.0
Rustic Getaway/Work-space in the Richmond Hills,private room,Hasford Heights,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.87,15,False,,170.0,45.0,54.0
Loft 654A two blocks from Bart and Amtrak,entire loft,Belding/Woods,94530,8 guests - 1 bedroom - 3 beds - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.53,19,False,,139.0,150.0,60.0
Loft 1700A two blocks from Bart and Amtrek,entire loft,Belding/Woods,94530,8 guests - 2 bedrooms - 3 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.61,18,False,,149.0,150.0,63.0
Cheerful 3-bedroom resident home with free parking,entire residential home,North and East,94530,6 guests - 3 bedrooms - 4 beds - 1.5 baths,Wifi - Kitchen - Free parking,Dec 17 – 19,4.71,7,False,,120.0,250.0,69.0
Cozy room in nice Albany house,private room,Albany,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 10 – 12,4.79,19,False,,65.0,50.0,25.0
"North Berkeley Gem, 3 blocks from Gourmet ghetto",entire rental unit,Berkeley Hills,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.88,24,True,271.0,230.0,140.0,85.0
Berkeley Hills Panoramic View of Bay,entire residential home,Berkeley Hills,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.85,13,False,,580.0,200.0,192.0
Large ROOM w/ the Golden Gate view,private room,Berkeley Hills,94530,1 guest - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,,0,False,,75.0,80.0,32.0
NEW! Quaint Richmond Home: 18 Mi to San Francisco!,entire residential home,Coronado,94530,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,,0,False,,190.0,170.0,78.0
Charming 3 bedroom house in great location,entire residential home,Albany,94530,8 guests - 3 bedrooms - 4 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.86,42,False,,475.0,150.0,155.0
"San Pablo casino is just5 minutes, very nice view.",entire residential home,San Pablo,94530,4 guests - 2 bedrooms - 2 beds - 1.5 baths,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.0,6,True,140.0,120.0,0.0,34.0
Loft 1700B two blocks from Bart and Amtrek,entire rental unit,Belding/Woods,94530,12 guests - 3 bedrooms - 6 beds - 1 bath,Wifi - Kitchen,Dec 10 – 12,,0,False,,189.0,170.0,77.0
private room near SF w/ 2 beds,private room,El Sobrante Hills,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking,Dec 17 – 19,4.73,52,False,,54.0,6.0,16.0
"Two Private (Disinfected!) Studios, One Location",entire rental unit,Berkeley Hills,94530,4 guests - 2 bedrooms - 2 beds - 2 baths,Wifi,Dec 31 – Jan 2,5.0,6,False,,232.0,85.0,78.0
Perfect private room near SF,private room,El Sobrante Hills,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 17 – 19,4.77,27,False,,54.0,5.0,16.0
Stay on the water!,boat,Marina Bay,94530,1 guest - Studio - 2 beds - 1 bath,Wifi - Free parking - Washer,Dec 17 – 19,3.8,5,False,,54.0,0.0,15.0
Luxe Private Room/Full Bath near Chevron,private room,Hasford Heights,94530,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.94,17,False,,165.0,20.0,49.0
Landmark North Berkeley home,entire residential home,Northbrae,94530,6 guests - 3 bedrooms - 4 beds - 2 baths,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.65,165,False,,875.0,150.0,268.0
Master suite with gorgeous view on elcerrito hills,private room,El Cerrito,94530,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,,0,False,,175.0,100.0,64.0
Marina Bay Private Bed and Bath Condo,private room,Marina Bay,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,,0,False,,90.0,150.0,47.0
"Private Room
San Pablo ca",private room,San Pablo,94530,2 guests - 1 bedroom - 1 shared bath,,Dec 31 – Jan 2,,0,False,,99.0,0.0,28.0
Perfect Location With A Great View,entire residential home,Berkeley Hills,94530,3 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.88,49,False,,335.0,65.0,104.0
"A beautiful loft spacious room, in Albany CA",private room,Albany,94530,2 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Kitchen,Dec 10 – 12,4.73,11,False,,75.0,50.0,28.0
"Bright and Quiet, North Berkeley Heaven",private room,Northside,94530,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 10 – 12,,0,False,,80.0,50.0,30.0
Bay Area hills - Wildcat Canyon Hikers Paradise,private room,East Richmond Heights,94530,2 guests - 2 bedrooms - 2 beds - 1 private bath,Wifi - Kitchen - Free parking,Dec 24 – 26,,0,False,,198.0,100.0,70.0
Sofa bed near San Francisco,shared room,El Sobrante Hills,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking,Dec 31 – Jan 2,4.6,16,False,,47.0,9.0,15.0
"Penthouse Suite: Fireplace, Spa bathrm & Epic View",private room,Hasford Heights,94530,3 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Washer,Dec 31 – Jan 2,,0,False,,350.0,50.0,106.0
"1 bd private, great for quiet time, rest or sleep.",private room,El Cerrito,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen,Dec 10 – 12,,0,False,,125.0,0.0,35.0
Two Bedroom Condo Only one Block to UCB!,entire condominium (condo),Northside,94530,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.66,45,False,,700.0,300.0,240.0
Charming condo in heart of Gourmet Ghetto,entire condominium (condo),Berkeley,94530,4 guests - 2 bedrooms - 2 beds - 2 baths,Kitchen - Free parking - Washer,Dec 31 – Jan 2,,0,False,,300.0,200.0,113.0
Private Room in Luxury Apartment.,private room,San Pablo,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 3 – 5,,0,False,,100.0,0.0,28.0
ROBINSONS APARTMENTS,private room,Richmond Annex,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Kitchen,Dec 24 – 26,,0,False,,200.0,0.0,56.0
Contort bedtime,private room,North and East,94530,1 guest - 1 bedroom - 1 bed - 1 private bath,,Dec 17 – 19,,0,False,,102.0,0.0,29.0
Metro 510 Apartments,private room,El Cerrito,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 3 – 5,,0,False,,120.0,0.0,34.0
Private bedroom in a quiet San Pablo neighborhood.,private room,San Pablo,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,,0,False,,100.0,0.0,28.0
cheap one-bedroom with free parking on site,private room,Belding/Woods,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking - Washer,Dec 10 – 12,,0,False,,235.0,0.0,66.0
Truly Magical 2017 34 foot Leprechaun RV!,camper/rv,Berkeley,94530,3 guests - 2 bedrooms - 2 beds - 1 bath,Kitchen,Dec 3 – 5,,0,False,,150.0,20.0,45.0
Bright and cozy San Pablo hills studio.,entire guest suite,San Pablo,94806,2 guests - Studio - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,5.0,16,False,,95.0,30.0,31.0
1-bed 1-bath private backyard entrance guest suite,entire guesthouse,Hilltop Bayview,94806,3 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 10 – 12,4.82,56,False,,77.0,40.0,27.0
"2 single beds , 1  full bathroom ，Second floor",private room,San Pablo,94806,2 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.61,134,False,,48.0,25.0,17.0
Rustic Cottage *****Hiking & Biking,entire guesthouse,San Pablo,94806,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 31 – Jan 2,4.94,133,False,,65.0,30.0,22.0
Spacious Suite for Peace and Comfort,entire residential home,Fairmede/Hilltop,94806,3 guests - Studio - 2 beds - 1 bath,Wifi - Free parking,Dec 3 – 5,4.86,137,False,,55.0,30.0,20.0
Comfortable Room/ Quiet+parking+Laundry!,private room,San Pablo,94806,2 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Free parking - Washer,Dec 31 – Jan 2,4.92,86,False,,68.0,20.0,0.0
Valley View Cozy Guest Suite /Private Entrance,entire guest suite,May Valley,94806,2 guests - 1 bedroom - 1 bed - 1.5 baths,Wifi - Free parking,Dec 31 – Jan 2,4.81,253,False,,85.0,35.0,29.0
"Private First Floor Rear Unit
(760 sq. ft.)",entire rental unit,San Pablo,94806,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.92,64,False,,95.0,15.0,29.0
Near Chevron Refinery! San Pablo!,private room,San Pablo,94806,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking - Washer,Dec 31 – Jan 2,4.86,44,False,,68.0,20.0,0.0
"Safety,Spacious 1-bedroom suite & private entrance",entire guesthouse,Hilltop Bayview,94806,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.93,43,False,,99.0,55.0,36.0
Off the beaten path-Cozy house quiet neighborhood.,entire residential home,Shields Reid,94806,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.41,49,False,,68.0,45.0,25.0
***New~ California Suite!***,entire rental unit,Richmond Heights,94806,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.88,152,False,,76.0,45.0,28.0
"Home, sweet home -  Richmond hills",entire guest suite,May Valley,94806,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 10 – 12,4.88,589,False,,108.0,0.0,30.0
Winter @Country Club Vista (Extended Checkout),private room,Hilltop Bayview,94806,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.88,291,False,,91.0,7.0,27.0
Front studio with private entrance,entire guest suite,East Richmond Heights,94806,2 guests - 1 bedroom - 1 bath,Wifi,Dec 31 – Jan 2,4.7,157,False,,60.0,50.0,24.0
Lovely 1-bedroom condo with pool,private room,Hercules,94806,1 guest - 1 bedroom - 1 bed - 1 shared bath,,Dec 17 – 19,4.8,5,False,,35.0,0.0,10.0
"Very quite place, nice hiking places.",entire residential home,San Pablo,94806,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,,0,True,123.0,99.0,0.0,0.0
Great place by bay,private room,Hilltop Bayview,94806,3 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Free parking,Dec 17 – 19,,0,False,,63.0,15.0,20.0
"Spacious 1 br, steps to San Pablo  bay and trails",entire guesthouse,Hercules,94806,2 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen,Dec 3 – 5,4.78,18,False,,110.0,75.0,42.0
Comfortable quiet Studio with private entrance,entire guest suite,Richmond Heights,94806,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen,Dec 17 – 19,4.73,113,False,,75.0,30.0,25.0
Tiny House Getaway,tiny house,North and East,94806,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 17 – 19,4.93,40,False,,148.0,40.0,47.0
First floor queen size bed,private room,San Pablo,94806,2 guests - 1 bedroom - 1 bed - 2 shared baths,Wifi - Kitchen - Free parking,Dec 17 – 19,4.25,12,False,,48.0,25.0,17.0
Exotic getaway in Sobrante hills,yurt,May Valley,94806,3 guests - 1 bedroom - 2 beds - 1 bath,Kitchen,Dec 17 – 19,4.95,183,False,,138.0,0.0,39.0
Courtyard studio with private entrance,entire guest suite,East Richmond Heights,94806,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.78,302,False,,73.0,50.0,28.0
Evergreen Suite_an El Sobrante Guest Space,entire guest suite,May Valley,94806,1 guest - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 10 – 12,5.0,45,False,,93.0,35.0,31.0
1 Bedroom/1 Bath In-Law Unit East Bay,private room,Quail Hill,94806,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 17 – 19,4.63,19,False,,85.0,25.0,28.0
Cabin Studio. 13 min to Berkeley. 20 min to SF,entire guesthouse,Richmond Heights,94806,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.85,39,False,,124.0,30.0,39.0
Private & Serene Cottage / Self Check-In/Out,entire cottage,May Valley,94806,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.91,66,False,,139.0,75.0,50.0
Private Guesthouse Getaway,private room,Hilltop Green,94806,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 31 – Jan 2,4.86,36,False,,79.0,55.0,30.0
Cozy Townhouse Style Unit,entire guest suite,North and East,94806,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,,0,False,,89.0,125.0,43.0
Bay views with private bath in beautiful home,private room,El Cerrito,94806,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.94,142,False,,75.0,50.0,28.0
Make It A RV-cation,camper/rv,North and East,94806,4 guests - 2 bedrooms - 4 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.87,55,False,,88.0,0.0,25.0
Newly Renovated Studio 30MIN to SF/Berkeley/Napa,entire guest suite,Pinole,94806,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,5.0,3,False,,90.0,39.0,31.0
Newly remodeled 3 bedroom 1 bath entire house,entire residential home,Hilltop Bayview,94806,8 guests - 3 bedrooms - 4 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,4.75,4,False,,388.0,50.0,117.0
Lovely 1 Studio rental unit,entire rental unit,Hercules,94806,2 guests - Studio - 1 bath,Wifi - Kitchen - Free parking,Dec 17 – 19,4.89,19,False,,89.0,60.0,34.0
Very quiet place.Nice hiking Place in 5 minutes.,entire residential home,San Pablo,94806,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.75,4,False,,120.0,0.0,34.0
Beautiful Richmond House,entire residential home,Pullman,94806,8 guests - 4 bedrooms - 4 beds - 2 baths,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.76,25,False,,180.0,120.0,68.0
Love Cabin is quiet and private just for you.,entire residential home,Hilltop Green,94806,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.96,23,False,,225.0,0.0,64.0
Elaine and Giles’s retreat,private room,Point Richmond,94806,4 guests - 1 bedroom - 3 beds - 1 private bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.94,209,False,,149.0,0.0,42.0
Cheerful two bedroom home near cafes and nature walks,entire residential home,North and East,94806,4 guests - 2 bedrooms - 2 beds - 2 baths,Wifi - Kitchen - Free parking,Dec 3 – 5,,0,False,,150.0,115.0,59.0
Cozy and comfortable,private room,Parkview,94806,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.85,61,False,,57.0,30.0,20.0
Fall @Country Club Vista (Extended Checkout),private room,Hilltop Bayview,94806,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Washer,Dec 24 – 26,4.95,226,False,,102.0,7.0,30.0
1 Queen size bed  .1 full bathroom，Second floor,private room,San Pablo,94806,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 24 – 26,4.69,112,False,,48.0,25.0,17.0
Renovated Studio 30MIN to SF/Berkeley/Napa,entire guest suite,Pinole,94806,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,,0,False,,100.0,39.0,34.0
